b'@messi_who_else @julian2017123 @F1 He legit hit him off the track'
"b'Messi has always been and will always be the better footballer but in terms of greatness, it\xe2\x80\x99s proper to agree that they are on the same level. Ronaldo really tried.. I don\xe2\x80\x99t think anybody else could have matched Messi in his time.'"
"b'Messi works hard but Ronaldo works harder...if Messi worked as hard as CR7, the BDO should be like 8-2 but it\xe2\x80\x99s 5-5 cuz Ronaldo knew from the start he wasn\xe2\x80\x99t on the same level as talent as  Messi so he put in the WORK\n\nThis is a personal opinion.'"
"b'\xf0\x9f\x97\xa3 Guardiola: ""Last season Bar\xc3\xa7a were really close in the UCL. Everybody said they\'d score one goal at Anfield. The Champions League demands a lot from you. If Bar\xc3\xa7a don\'t win the Champions League, it isn\'t because of Messi.""'"
"b'\xf0\x9f\x97\xa3 Pep Guardiola: ""We were so fortunate to have Messi with us. There were a lot of generational stars in that team but without him, we wouldn\'t have achieved as much. He was much more than the cherry on the top of the cake."" #fcblive [ara]'"
b'A rare picture of Messi hugging a football GOAT\xf0\x9f\x90\x90 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#SundayThoughts #SmokinCountryOnHot #AustrianGP #FreeRaphaelOnyangi https://t.co/XUqawrIwsn'
b'@PurelyFootball Messi is the ultimate straight-man sidekick to joker Luisito!!   #Tridente #TresSudaca'
b'We DO mock Messi as well https://t.co/vC7kPcT8hY'
"b""let's say if u are messi. do u want to play with neyrat or fat suarez again? https://t.co/bQ0BY4LHsh"""
b'do u like messi'
b'Header for Leo Messi \xf0\x9f\x90\x90\nMy Design \xf0\x9f\x9a\xb6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/dxfom9e7tZ'
b'I\xe2\x80\x99m going to the Mexico vs Argentina game with a Messi jersey! \xf0\x9f\x98\x89 I\xe2\x80\x99m gonna piss off the rasa..\xf0\x9f\x98\x82'
b'@astrovvorld Messi ain\xe2\x80\x99t winning shit next season bwoiiiiii'
b'@max_w1403 @RunTheFUTMarket Sell Messi for Eusebio and get George best for cancelo'
"b'@FranceMessi That isn\'t a direct elimination and Messi also missed against Iceland. I\'m only talking about the fact that Messi fans keep making fun of Ronaldo for ""scoring penalties"" whilst scoring a penalty is all it took for Messi to be considered the GOAT by everyone.'"
b'@FabrizioRomano Announce @AntoGriezmann to barca  man \xf0\x9f\x94\xb5\xf0\x9f\x94\xb4'
b'Even messi misses sometimes https://t.co/nvfAFch6ZX'
"b""@VusiThembekwayo People pay huge monies just to watch Messi play. He's an artist. A poet. A brand and worth every Ngwee that someone spends watching him. \n\nCan we say the same for our female footballers?"""
"b""@fares_hiyasat @dphdofficial I don't say griezmann is not a striker ( I said he  can play their).\nHe can play in 3 positions."""
"b""People pay huge monies just to watch Messi play. He's an artist. A poet. A brand and worth every Ngwee that someone spends watching him. \n\nCan we say the same for our female footballers? https://t.co/6fdjzs7Q0w"""
b'@percymuzitau22 @PUMASouthAfrica @pumafootball African Messi\xf0\x9f\x92\xaa'
"b'@SMiTHiE________ Lol even Lionel Messi is from this planet,, the worst thing is u r even from the wrong side of the planet.'"
b'From Messi pocket change idk https://t.co/IpMLFe5j1R'
"b'@IcyBook 19 year Messi vs 6 grown ass men , guess who won ? https://t.co/lTkvrIVnNL'"
b'LIVERPOOL ECHO:The Mohamed Salah challenge that will see Liverpool superstar compared alongside Cristiano Ronaldo and Lionel https://t.co/0bkZrEgXnN the full Michael Owen interview only in Diary of the Season @amazon @LFC @MoSalah The authentic 100% inside story from the inside. https://t.co/R4ky98j6YG'
"b'@btsportfootball Lionel Messi, took us apart at Wembley'"
"b""@RonaldoR9321 @coolnessak88 @bremo_kop @brfootball Nice logic there. If others are scoring does that make the pitch better? Messi's not been scoring &amp; could be many reasons for that &amp; he could start scoring next game too but still the pitch conditions aren't optimum and that fact will still hold true."""
b'@messi_redi @NerlinOfori I beg oo\nJollof and the 2 chicken pieces is okay for me\nI can\xe2\x80\x99t go beyond that \nSee the things she listed'
"b'@WalesGaz @1878_MLC @rioferdy5 @Evra Messi, C Ronaldo and Gerrard in the flesh for me.'"
b'Why is Messi not playing on the AFCON League'
"b""This all coming up since Lautaro has helped Argentina this Copa America - in his last 10 games for Argentina he's scored 6 goals &amp; has looked great in partnership with Messi\n\nEasy solution: bring Messi to Inter \xf0\x9f\x98\x82"""
"b""@chainbearf1 It's like Messi and Ronaldo. Lean back and enjoy. Both these guys should have plenty of race winning attempts in the future. This comeback makes it hard not to root for Max and I say this as a Ferrari fan..."""
b'Look at Messi not bothered https://t.co/j38x5oJGdb'
b'@Truthfind3er @piersmorgan Cool messi... what other current players. Compares to Maradona;   Pele; Zidane; Bergkamp; Henry; Ronaldinho.... the past list of great players is endless but this current generation only has Messi which ends all debate. Hence women\xe2\x80\x99s football is more entertaining. Promales r lame'
b'@442oons hey dean can u make football challenges cr7 jr vs messi jr with messi and ronaldo helping them??'
b'#BB3FavLosliya \xe2\x9d\xa4\xef\xb8\x8f sweetheart.\n\n#BiggBossTamil #BiggBossTamil3 #BiggBoss3 #KamalHaasan #VijayTelevision #Losliya #LosliyaArmy https://t.co/XAvLZNXrFh'
"b""For anyone that says Messi didnt carry Arg to the three finals:\nWc 2014: Contributed to 7/8 goals, 4 motm, golden ball\n\nCopa 2015: Contributed to 5/10 goals, 3 motm, golden ball\n\nCopa 2016: Contributed to 10/18 goals, 3 motm \n\nIf that's isnt carrying, then what is https://t.co/9ih148yH7R"""
b'Thiago Silva says \xe2\x80\x98you\xe2\x80\x99ll never understand\xe2\x80\x99 Lionel Messi\xe2\x80\x99s\xc2\xa0quality https://t.co/L6y3AC5mW4 https://t.co/KEHtpJ2grv'
"b'@MattHDGamer Liking this team so much atm, I want Dembele, Pepe, Messi or Ronaldo player pack so badly\xf0\x9f\x99\x8f https://t.co/3k4DVsJyPD'"
"b'Thiago Silva on Messi:\n\n""At certain times, he pulls something else out of the hat that you cannot imagine. That\'s his difference.\n\n""As a centre-back you have to study all the possibilities. We know he always pulls left, but many times he pulls right.""'"
b'Messi looking at Hendo lift the champions league trophy https://t.co/oHqFuXgnpp'
b'@GOD_OF_98 bernabeu if the red light area of football where Messi fucks his hookers.'
b'The way this guy dey see ein body if he be the Ronaldo or Messi some de3 like we nogo hear word https://t.co/joWlrNVLmS'
"b'@PSG_English @neymarjr I love to see Isco,Modric and Navas in PSG in exchange for Ney with Real Madrid. Ney, i am a fan of yours. Don\xe2\x80\x99t go to Barca if you are still serious with your career. Playing beside Messi is not good for your career unless you will accept that you are done with your career.'"
b'@shotongoal247 Ronaldo was lucky because if all these players he mentioned ended up playing between 2009 till now all the focus would be on Messi and Cristiano Ronaldo they would be the best in the world'
"b'Thiago Silva on Messi:\n\n""Every time we face each other, whether in the national team or in the\xc2\xa0Champions League, it\'s very difficult to face him.\n\n""No matter how much you study, you will never understand the quality he has and the difference he can make.""'"
b'@MattHDGamer Messi goes RM https://t.co/o6n2ndH9Ow'
"b'Thiago Silva: ""Messi is the best in history. I didn\'t see Pele, Zico, Maradona. I saw Ronaldo, Adriano, I played with Seedorf, but Messi has no equal. As much as you study him, you will never understand the qualities he has or the difference he can make."" https://t.co/y3r4NnYRZ5'"
"b'Thiago Silva ahead #BRAARG:\n\n""For me, Messi is the greatest player in history, the greatest player I\'ve ever seen.\n\n""But now, it\'s Brazil and Argentina. We\'ll leave it to admire him in other games ahead.""'"
b'Murgi and Jhantu....and then there is Messi \xf0\x9f\xa4\xa3 https://t.co/3MYgedZAj0'
"b""@Messi_Golazo @dphdofficial We're not talking fifa here mate\nGriezmann has been playing as a striker/false 9 for years upon years and that's where he thrived \nSo he's a striker"""
b'The Salah achievement that will see earn Ronaldo &amp; Messi comparisons https://t.co/TnjsTpQXsi'
"b""@goal Lionel Messi's move to Manchester united"""
b'Sigh!... This people will blame everyone but Messi..  Now it is the turn of the pitch since Higuain is now in the team https://t.co/Gz0DvVsDTR'
b'UG: Mateo Messi stole the show &amp; an iPhone as Argentina beat Venezuela https://t.co/4XjmfNJcZJ #mls #nfl https://t.co/oDc5M1AF1x'
b'I use \xe2\x80\x9c goat \xf0\x9f\x90\x90\xe2\x80\x9d for only him and Messi https://t.co/a5nAv4foQV'
"b""Not to disrespect Messi. But making excuses about the pitch when you fail to perform is ridiculous. That's poor gesture by him.\n\nImagine Cristiano Ronaldo doing this, and the Messi fans aka Football Pundits coming outta caves.\n#CopaAmerica #Messi #Argentina https://t.co/fIngjZqN0c"""
b'Don\xe2\x80\x99t know if Walcott or Messi\xe2\x80\xa6 https://t.co/IEpzQPBl3z'
"b'@ULTIMATERPE Hey, do you like messi?'"
"b'I JUST HATE MESSI. He nods to signal Suarez to do the deed, like what on earth! https://t.co/S7aMqkkaVp'"
"b""If you feel you've achieved nothing, just remember you have the same number of international trophies as Lionel Messi"""
b'@stewgrazier He\xe2\x80\x99s worth double that Scottish messi'
b'You\xe2\x80\x99re apt to give more attention to multiple woes than to app... More for Scorpio https://t.co/dObmkCW3IG'
"b'@PSG_English @neymarjr Ney, we supporters of PSG are very happy that you come to play with PSG, but if you are not happy it is not good that you stay. My advice, if you want to move, go to Real because that is your best shot for ballon d\xe2\x80\x99or. You will never win ballon d\xe2\x80\x99or with Messi on your side'"
"b""If you're reading this then you most probably have the same number of international trophies as Messi."""
b'@Evanszaddy 2 is messi'
b'@fares_hiyasat @dphdofficial Nope griezmann is a winger who can play also as a striker'
"b'Okay I can understand mbappe being young and valued more than messi, but neymar valued more than messi? Absolutely not \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/0JQ5VTm7c4'"
"b'@RonaldoR9321 @coolnessak88 @bremo_kop @brfootball There are other things that help me sleep my friend. And you sticking up a Maradona pic in Boca Jersey proves shit. Messi has said that he himself had played on worse pitches while in Argentina. Question is, did Maradona win a Copa or World Cup playing on such a pitch? I doubt'"
b'Most foolish fan base I have encountered \nLiverpool fans- they somehow manage to surpass Ronaldo fans. \nRonaldo fans- I am used to them and know that they know messi is the best. \nWhat\xe2\x80\x99s yours?'
b'@dphdofficial Sorry coutinho is not a winger so its better to change him'
b'@ScottCh97442455 @Quilltube @Frankie_Phraser You win? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 \nThey giving out prizes for being a dumbfuck? \nI bet you got a trophy cabinet full of those\xf0\x9f\x98\x82 more honours than messi and Ronaldo combined and all for being a dumbfuck. \nGo YOU!'
"b'When its all done and dusted, Leo Messi will cement his position as the greatest player to ever play football.'"
b'My birthday cake \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x9c\xe2\x9d\xa4\xef\xb8\x8f\n#Messi \n@TeamMessi\n@FCBarcelona https://t.co/E8uPVYUSnf'
b'@dr_ishmex But we\xe2\x80\x99re not allowed to say the same in regards to Messi \xf0\x9f\x98\x92'
b'The closest Lionel Messi got to meeting me https://t.co/hqHw8Tm1EO'
"b""RVP = Flying Dutchman \nRobben = Flopping Dutchman \xf0\x9f\x90\xac\xf0\x9f\x87\xb3\xf0\x9f\x87\xb1 \n\nP.S. Argentina will win Copa America. \n       Messi = \xf0\x9f\x90\x90 \xf0\x9f\x98\x82\xe2\x80\xa6 \xe2\x80\x94 1. I hate RVP.\n2. Robben is a legend.\n3. Well, they're both out, but OK lang. Messi won't win shit outside of Bar\xe2\x80\xa6 https://t.co/oZkmhHF1Yq"""
b'@UshieGu @XaviPistachio @stephenoflyf Messi Copa America 2016 individual performance is miles ahead of any Ronaldo international tournament'
b'@WGaladox @brfootball I was replying to those who were saying messi played poor in this match.'
b'People named Sagar introduce themselves as Messi!'
"b'@Everymonday6 I definitely agree. It may be impossible to overshadow Messi and Cristiano in terms of two dominant figures in football, on and off the field.'"
"b'@PSG_English @neymarjr Winning ballon d\xe2\x80\x99or is going to be too difficult for you Ney, that is the truth. As long as Messi,Ronaldo,Mbappe ,Salah,Hazard are still playing, your chance to win ballon d\xe2\x80\x99or is too little. And besides with your repetitive injuries, it\xe2\x80\x99s not good for you. Your best shot is Real'"
b'@Maturehandle @stonefish100 Fair enough. Messi would be better than Stevie May'
"b""@Ebaminator @JoshuaUbeku Because it's not their business. Their own is to troll Messi. It's an unfortunate reality."""
"b""@jimwea3 Because you snap pictures wearing 'shimi'...Even Messi is from here"""
"b'@AdemirArariba @Cherry34157887 @brfootball If anyone can be like CR7, why are we not seeing players playing at his level?\n\nAlso Anyone can be like Messi if they all get themselves a hormone injection. Hope this helps.'"
"b'@kwakudanso121 @piersmorgan No, Messi is the best player that has ever played. Compare any stats you want.'"
"b'@Ebaminator @JoshuaUbeku The problem is that, these guys are only watching Messi. They are only seeing that he is struggling. They are not seeing that everyone is struggling as well..'"
"b'Messi is the greatest player in history, says Thiago Silva\nhttps://t.co/IqC7w1Ct62'"
"b""@samsharpe11 @FI_Medic Didn't you think the article signalled a parting of the ways between him and Spurs?  If Poch's 'mini Messi' really has grown up, be could have a spectacular career.  He was always the anointed one at Academy, but others subsequently eclipsed him"""
"b'@Cruisified @cr7raprhymes Messi got 5 goals and 5 assists in the Copa America 2016. He was player of tournament in that tournament,  in 2015, and in the World Cup in 2014. That tap in merchant has yet to win an individual trophy in a major tournament.'"
b'Messi:I will take you to final later https://t.co/bYjlAFxTbV'
b'#befred offering bet 10 get 30 #bonus &gt; https://t.co/pHQQscpYlQ #rooney #messi #mufc #lfc #geordies #nufc https://t.co/i1EVqEVhnc'
"b""@Ebaminator @JoshuaUbeku Some Members of Ronaldo FC have stated that Messi is giving excuses for playing poorly and that the pitches are good because apparently it's where they did world cup in 2014. But this guy completely validates Messis point."""
b'Lionel Messi showing Neymar which planet he comes from. \xf0\x9f\x98\x82\xf0\x9f\x91\xbd https://t.co/QUm9ZTUhG1'
"b""Pep said his most difficult opponents are Luis Enrique's Barca and Liverpool.\n\nSo basically Messi and Klopp\n\nLol. Not Ronaldo or Mourinho/Real Madrid.\n\nKlopp lives in his head rent Free."""
"b""He's a Brazilian and yet he says this.\nThe general consensus in football takes notice of MEssi as the GOAT and they actually proclaim him the GOAT because they actually watch the game beyond numbers but rather the pure genius messi is which you can never see in this sport again. https://t.co/wrUFV2miFB"""
b'Ronaldo and Messi got nothing on this free kick taker https://t.co/W85G8kWScz'
"b""Blast from The past: On This Day 2009 - The Sky Blues release 'Il Messi Di Malta' #SkyBlues https://t.co/515stSY1nB"""
b'@FootyHumour you mean when Godin pocketed Messi?\xf0\x9f\x98\x82'
b'@MyBeastovio They hate Messi \xf0\x9f\x98\x92'
"b'Hi crush, do you like Messi?'"
b'@andrewj1511 @MattHDGamer 433(1) and Messi gets 10 quem'
b'@dboetan7i I think we\xe2\x80\x99re getting back to this though. This next era after Messi and Ronaldo are done is gonna give a shine to way more players because I don\xe2\x80\x99t see anyhow there ever being 2 dominant figures that overshadows everyone like Messi and cr7'
b'@MattHDGamer The Messi Way \xe2\x9d\xa4\xef\xb8\x8f https://t.co/nbXjJsTL35'
b'Don\xe2\x80\x99t think I\xe2\x80\x99ll ever top this for one season watching football:\n  \nI saw:\n\xe2\x80\xa2Chelsea win a European final\n\xe2\x80\xa2Hazard score a wonder goal at Anfield\n\xe2\x80\xa2Saw Messi and Ronaldo play\n\xe2\x80\xa2Witnessed Liverpool 4-0 Barcelona\n\xe2\x80\xa2Goodison atmosphere on Merseyside derby day\n\xe2\x80\xa2England in Portugal'
b'@MattHDGamer Got 98 Messi on the bench too \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/fpOUGz24A9'
b'@dboetan7i Messi and Ronaldo effect completely warped peoples minds into what is a great player or not. Lampard and Gerrard a bit aswell in terms of midfielders'
b'@brfootball When messi did nothing...lol'
b'ADVERTISMENT FOR @adidasfootball \xf0\x9f\x91\x8c\xf0\x9f\x92\xaf\n\nBuy them here : https://t.co/5vnlgASHIJ\n\nNEMEZIZ MESSI 17.1 https://t.co/0GB3eF2kDs'
b'Bring these two back together \xe2\x9c\xa8 #Messi @neymarjr https://t.co/uBRwbVNTPy'
"b'@Cruisified @cr7raprhymes What bar?  There are only three players that have set standards so high. Messi, Pele and Maradona'"
"b""@PUBGMOBILE PES 19 please fix this issue:- Cursor change not working Timely. When I pass the ball player to player it's not working means player not switching that exact time. And Why legendary player like Ronaldo, Messi passing not that good it's feel like normal player."""
b'@BelgiumLF So what\xe2\x80\x99s this video got to do with him \xe2\x80\x98destroying Messi\xe2\x80\x99s dream\xe2\x80\x99?'
"b'Argentina pls win #CopaAmericaBrasil2019 , Messi u deserve it so much\xf0\x9f\x98\xad\xf0\x9f\x99\x8f'"
b'@ThatRexGuy Barcelona and I would force myself to cry all night just so I knew how Messi felt at Anfield'
"b""@messi_who_else @F1 @MercedesAMGF1 Gasly is absolutely dominating F1.37, he's comfortably ahead of gasly"""
b'@MadridPA10 He has one year left in his contract and he doesn\xe2\x80\x99t want to sign even if he was Messi or CR7 would want to sell to make money...'
b'@motownpaul87 Somebody is on the wind up. Messi is worth a billion then by this logic'
"b'@thisismoin @FCBarcelona @Phil_Coutinho @arthurhromelo @kingarturo23 Brazil had to get through penalties to reach the Semifinals. In fact, Brazil will be better for Argentina, coz they play open game as opposed to the defensive tactics of smaller teams. Messi will have more freedom to operate without the cage he has to play in against others'"
"b'@Messitified Yes, I know that, and thus every goal is a goal. Tell this to Messi FC'"
b'@BrasilEdition Actually this guy gives me some worries because messi always scores against him.'
b'@BelgiumLF Messi isn\xe2\x80\x99t Croatian mate'
"b'If you didn\xe2\x80\x99t see them, how do you know Messi is the best in history? \xf0\x9f\x98\x82 \n\nThe obsession with naming the definitive best in \xe2\x80\x9chistory\xe2\x80\x9d is always weird &amp; usually has no logic https://t.co/vhFVlWBVPM'"
b'Messi hugging the best player in the world ..\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/5faBwd3X8O'
b'@jovialnonce @stevenceltic81 @desmcp1 Lend us that crystal ball there.  Comparing @kierantierney1 to mbappe and messi?! Name explains alot #nonce #mysticnonce #worldclass'
b'@sofya_leb The tough guy makes difficulties easy.\n#Messi \xf0\x9f\x92\x9910\xe2\x9d\xa4\xef\xb8\x8f'
"b'@dylanjd14 No lad, we should save them up for a 34 year old Messi in a couple of years!'"
b'Does Messi play for Croatia? https://t.co/wNZCoBIq8x'
b'@Himansh64388094 @kohlischarms Tell ur messi to win a cup for his country first\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
b'Wednesday would be Messi day.'
b'@mfrancisryan @fc_mount I like are daily debates . Tomorrow\xe2\x80\x99s agenda who is the real GOAT. RONALDO OR messi . Tune in tomorrow \xf0\x9f\x98\x82'
"b'@Messitified Tbf, Messi fans troll Ronaldo for scoring penalties until Messi scores them and it becomes a normal goal.'"
"b""@EMEXBEST @uchejombo I'm sure you know scoring a penalty under such undue pressure was never going to be easy. You can ask your goat..Messi, who missed an all-important penalty at Copa America final in 2016, only to retire afterwards."""
b'@Nas10leo When did Messi ever score vs a Big Nation in an international Comp?'
b'@goal Messi looks like a old granny on the pitch in this tournament.'
b'Thiago Silva says \xe2\x80\x98you\xe2\x80\x99ll never understand\xe2\x80\x99 Lionel Messi\xe2\x80\x99s quality https://t.co/9S5tffBnNV'
b'Bollywood hero Shah Rukh Khan and Argentine footballer Lionel Messi to get stars on #Dubai Walk of Fame https://t.co/6KgqHWSMMw @iamsrk @TheDubaiStars https://t.co/XKQxvyCXyt'
b'@MattHDGamer 442 in game Desailly and Matth\xc3\xa4us swap in game. Messi ST with Butragueno wide. Any improvements? For 640k? \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/nfpV9hjmeE'
"b""@PiSToLeR0_9 @Pure_Whites_ @totalBarca First off, We've won it 2 times. And Suarez, apart from that one game in October, has never posed that big a threat to us, unlike Neymar and Messi. And, we've almost won the same amount of UCLs the past 6 years that you have in all of your history."""
b'@SkyFootball Imagine if that was Messi'
"b""We've tested whether Neil Warnock can manage Barcelona (no, he can't). But can Lionel Messi keep Cardiff City up? @kylepicknell investigates. https://t.co/N8X0hhlfeq"""
b'Lionel Messi News: Tennis legend Roger Federer explains why he is a fan of the Argentine wizard - https://t.co/9Otx95eepr https://t.co/VBgYxcC5Y1'
"b'@nural72 Do you really think that any manager has final say? Really? If so, Theyd have Messi, Mbappe and Ronaldo. Twerp.'"
b'@FootyHumour But still Messi won with left sock fix... GOAT'
"b'@FootyHumour Two modern legends of the game, Messi obvs everybody agrees, Godin tho is often overlooked coz he s a defender. The man is as big a legend as Messi imo'"
"b'Not to trigger Messians, but this is actually the truth in this tournament. \n#CopaAmerica #Messi #Argentina #Venezuela #ARG #ven #Brazil #Uruguay https://t.co/3WzUukY8zL'"
"b""@theonlySAUL nah man, he's helping messi get his copa"""
b'@josepintoj If they carry him again that will fucking great'
b'Messi and the \xf0\x9f\x90\x90 https://t.co/HSbDtg1jq6'
b'@redbullracing @PierreGASLY VOTE GASLY FOR DRIVER OF THE DAY'
b'@888sport #Messi doesn\xe2\x80\x99t event flinch. \xf0\x9f\x98\x82\n\n\xf0\x9f\x87\xba\xf0\x9f\x87\xbe \xf0\x9f\x87\xa6\xf0\x9f\x87\xb7 plotting against \xf0\x9f\x87\xa7\xf0\x9f\x87\xb7'
b'Messi must be happy to see Suarez do what he do always \xf0\x9f\x98\x82\n#CopaAmerica #URUxPER #Suarez #miss #penalty https://t.co/chDHjX2BGT'
b'@messi_who_else @F1 @MercedesAMGF1 No\nBecause he is the driver of the century'
"b'Things I saw Ronaldo do i\xe2\x80\x99d never see Messi do ever in football, also everything Messi did I\xe2\x80\x99ve seen Ronaldo done https://t.co/s3Jq8RxS9i'"
"b""@messi_who_else @F1 @MercedesAMGF1 He's never driver of the day because he is Driver of the Millenium"""
"b""Pep Guardiola has admitted that without Messi, his Barca side wouldn't have been as successful as they were. https://t.co/nH1ZZvbauF"""
"b""@FootyHumour I'm sure messi did that intentional"""
"b'@Segmarv @starfootballer7 @shotongoal247 I totally agreed with Ronaldo of Brazil statement, in current world football apart from ronaldo and Messi other players haven\xe2\x80\x99t lived up to expectations,if Messi and Ronaldo found themselves in era zidane,Ronaldo of Brazil, figo, rivaldo, ronaldinho,Henry and other great players'"
"b'He\xe2\x80\x99s not scoring. As a matter of fact, he\xe2\x80\x99s not doing anything. Liability Messi is getting carried by the real LM. Sir Lautaro Martinez. https://t.co/NbRN34cZM0'"
b'Rakitic and coutinho for neymar. I dont care but lets decorate Messi in the last few years. https://t.co/wNBIwqbMhg'
b'@messi_who_else @F1 @MercedesAMGF1 YES LMAO'
"b'@Brian__Jethro @Virgil0077 @kiereelll @WellBeast Are you serious Messi actually completed football in the games against Tottenham, lyon, sevilla (twice) and Valencia'"
"b""@Nas10leo Stop deluding yourself. Messi isn't scoring unless it's a pen suffered by lautaro"""
b'@F1 @MercedesAMGF1 VOTE GASLY FOR DRIVER OF THE DAY'
"b""He thought Messi will win him the CL trophy for him. He didn't trust Klopp and his boys.\xf0\x9f\x92\x89\xf0\x9f\x92\x89\nBefore you give up or depend on someone else for success, look at yourself in the Mirror and give yourself a deep thought.\n\xf0\x9f\x98\x86\n May be, you are underestimating yourself and your people.\xf0\x9f\x92\x94 https://t.co/rxUDuffBCG"""
"b""@BRushongoza @MichealAyebs @CanaryMugume @Bweyinda1 @rkabushenga @DrawASmileUG Let's see when you face the messi, Ronaldo, Zlatan, Aubameyang in me"""
b'@DoctorBenjy Try winning something with Argentina before Messi hangs his boots..'
"b""Who are the best players ever in your opinion. Who's in your top 3 ? ... Pele maradona ronaldo messi Cruyff best ? ..."""
b'Shaved beard Messi needs to make a comeback'
b'Follow my private @privvdave will deactivate until pre season after a night of Messi slander when Coutinho knocks out Argentina\xf0\x9f\x98\x81'
b'@Bagsy_II Dude just walking the streets with a football and Messi jersey on like a Halloween costume'
b'@BrasilEdition Post the whole thing \xf0\x9f\x99\x88'
b'@IgniteFavel @cr7raprhymes Nothing you say will change the fact that Ronaldo had involment in 6/9 of the goals scored by Portugal in that tournament with 3 goals and 3 assists. If Messi made use of this \xe2\x80\x9cbig chance\xe2\x80\x9d to put his team in the lead in the shootout he would have a title outside Barcelona by now! https://t.co/GseK3nSPET'
"b'@SamueILFC The best thing about this particular version is it shows them kick off after it goes 2-0, they get it to Messi, and then VVD just bullies him off it and we go straight up their end and get the third. Gorgeous.'"
b'I\xe2\x80\x99ve missed so many Kedah matches this season but Paan Messi looks so sensational tonight'
b'@PitlaneV @redbullracing @pirellisport @PierreGASLY He already has this https://t.co/T7PNaF1WS0'
"b'@Brian__Jethro @kiereelll @Virgil0077 @WellBeast Tell me how many of these passes are actually insane and put his teammates one on one? Ronaldo stays in the box which gives him luxury of getting an assist of the rebound, easy lay-off etc. Messi\xe2\x80\x99s assists are insane literally could be 50m away from goal and put them one on one'"
b'The last time Di Maria contributed something in the Argentina NT was five years ago in the World Cup in Brazil in 2014 against Switzerland and that goal was also served on plate by messi. braindead nonce. leave and give the place to useless player like angel correa'
